Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Гук,Наталія,Трохимівна,Жіноча,1978-09-12,Реставратор,хутір Канів,"площа 16-та Лінія 6-й ст. Люстдорфської дороги, буд. 95, Острог, 14770",389-13-56,verkholaieva@example.org
Романець,Варфоломій,Зорянович,Чоловіча,1993-04-08,Секретар,місто Володимир-Волинський,"проспект Північна, буд. 3, Сміла, 21780",033 697 73 46,panas35@example.net
Хоменко,Лариса,Тимофіївна,Жіноча,1970-04-06,Флорист,село Біляївка,"провулок 14-та ст. Великого Фонтану пляж, буд. 0, Лисичанськ, 69121",+380 (43) 595-96-64,sheremettereza@example.org
Шамрай,Борислав,Глібович,Чоловіча,1991-05-22,Модель,місто Мелітополь,"набережна Котляревського, буд. 31 кв. 03, Гадяч, 91023",+380 (42) 384-89-26,tiashchuk@example.net
Юрчишин,Вʼячеслав,Дмитрович,Чоловіча,1964-11-06,Кур'єр,селище Долина ,"площа Наливна, буд. 3, Тлумач, 74791",+380 (60) 893-55-16,priska17@example.com
Асаула,Святослава,Єлисеївна,Жіноча,1979-07-16,Антрополог,місто Чигирин,"провулок Кредитний, буд. 9, Лиман , 89793",+380 76 988-22-06,martyndanylenko@example.com
Рябець,Богодар,Панасович,Чоловіча,1953-03-16,Няня,місто Переяслав,"провулок Леваневського тупик, буд. 604, Тетіїв, 79481",452 31 52,varfolomii51@example.com
Романець,Єлисей,Леопольдович,Чоловіча,1961-08-21,Астрофізик,хутір Жидачів,"площа Польський узвіз, буд. 20 кв. 34, Родинське, 69408",+380 26 605-84-38,oksana03@example.com
Чумак,Марина,Варфоломіївна,Жіноча,1999-05-25,Ботанік,село Ірпінь,"проспект Рівності, буд. 7, Марганець , 21408",+380 48 868 36 62,onysymbabii@example.net
Гайда,Аврелій,Несторович,Чоловіча,1980-10-18,Мікробіолог,хутір Кіцмань,"набережна Західний 2-й, буд. 8, Корсунь-Шевченківський, 56202",339 93 37,anastasiia08@example.org
Левченко,Клавдія,Аркадіївна,Жіноча,1950-06-28,Пекар,селище Хрустальний,"проспект Станційна 2-га, буд. 088, Первомайськ, 89988",+380 (95) 200-47-13,riaboshapkaprokhir@example.net
Байрак,Дмитро,Сергійович,Чоловіча,1970-02-11,Правник,хутір Вижниця,"шосе Жуковського, буд. 204 кв. 169, Тростянець, 43466",655 81 50,kiaremko@example.net
Журавель,Зорян,Симонович,Чоловіча,1978-11-18,Скульптор,селище Пологи ,"узвіз Українська, буд. 68 кв. 74, Костянтинівка, 26758",+380 39 783-08-02,iukhym80@example.net
Цимбал,Арсен,Болеславович,Чоловіча,1943-12-10,Ді-джей,хутір Барвінкове,"шосе Квіткова, буд. 215, Сокаль, 32928",954-14-87,erikaokhrymovych@example.org
Гук,Богодар,Русланович,Чоловіча,1955-06-22,Педагог,хутір Миронівка,"вулиця Трамвайна, буд. 4 кв. 0, Тиврів, 14719",009 742 43 42,sheremetaalbert@example.org
Лукаш,Остап,Юхимович,Чоловіча,1942-11-14,Фармацевт,хутір Рубіжне,"сквер Тираспольське, буд. 2 кв. 48, Кипуче, 13255",+380 23 550 52 76,ruslan30@example.net
Байдак,Валерій,Миронович,Чоловіча,1964-02-21,Журналіст,селище Джанкой,"проспект Косий, буд. 0, Горішні Плавні, 11495",+380 90 707 71 16,dmytrosirobaba@example.org
Данченко,Марʼяна,Богуславівна,Жіноча,1965-07-28,Геофізик,місто Макіївка,"проспект Лиманчик 2-й Лінія 11-та, буд. 97 кв. 7, Семенівка, 97361",+380 22 963 41 39,snizhana45@example.com
Слюсар,Еріка,Богданівна,Жіноча,1995-12-29,Детектив,хутір Ланівці,"вулиця Генуезька, буд. 320, Ізюм, 78207",073 435-37-08,babenkoarsen@example.com
Ярема,Орися,Пантелеймонівна,Жіноча,1986-03-30,Модельєр,село Оріхів,"парк Урожайна, буд. 7, Моспине, 29022",+380 (22) 448-18-57,volodymyra00@example.net
Адамчук,Ганна,Єлисеївна,Жіноча,1991-08-12,Лікар,селище Донецьк,"провулок Бориса Дерев'янка, буд. 6, Ужгород, 62452",916-53-27,adam02@example.org
Запорожець,Розалія,Микитівна,Жіноча,1982-02-28,Машиніст,село Коростишів,"площа Магнітогорський 2-й, буд. 5 кв. 898, Винники, 70886",894 98 88,arkhypenkozorian@example.net
Даниленко,Дарина,Станіславівна,Жіноча,1980-01-22,Професор,місто Звенигородка,"узвіз Машинобудівний, буд. 06 кв. 242, Чуднів, 31804",075 428-64-18,iaremenkofedir@example.net
Абрагамовський,Остап,Давидович,Чоловіча,2004-09-07,Електрослюсар,селище Перемишляни,"набережна Дунаєвського 2-й, буд. 746, Рівне, 90995",+380 (51) 509-14-51,zhukdmytro@example.com
Скоробогатько,Наталія,Борисівна,Жіноча,1960-05-04,Геолог,селище Гадяч,"площа Сергія Ейзенштейна, буд. 3, Заставна, 42488",077 388-05-54,bohuslavshvachko@example.net
Рябченко,Августин,Іванович,Чоловіча,1969-03-04,Стиліст,село Шумськ,"провулок Тупиковий 1-й, буд. 02 кв. 886, Глобине, 98338",381 02 30,terezapelekh@example.org
Чумак,Костянтин,Вадимович,Чоловіча,1954-12-27,Різноробочий,місто Курахове,"узвіз Каманіна, буд. 64 кв. 899, Кілія, 55634",+380 66 062-62-96,iaroslava82@example.net
Палій,Теодор,Прохорович,Чоловіча,1941-02-26,Ювелір,село Хрестівка,"провулок Дзвінка, буд. 17, Фастів, 79746",+380 10 444-96-97,aleksiukoleh@example.org
Приходько,Валентина,Дмитріївна,Жіноча,1958-03-21,Адвокат,село Кременець,"шосе Аеропортівський 3-й, буд. 779, Новояворівськ, 64130",016 272-58-16,dan90@example.com
Тимчук,Хома,Олексович,Чоловіча,1953-03-14,Шериф,хутір Чигирин,"шосе Восьмого Березня Лінія 5-та, буд. 13 кв. 8, Тисмениця, 21464",068 180 68 88,irvanetsrozaliia@example.net
Стельмах,Юстим,Орхипович,Чоловіча,1983-12-25,Реабілітолог,селище Маріуполь,"вулиця Олексіївська, буд. 84 кв. 7, Чернігів, 70091",+380 54 510-68-92,viragerega@example.net
Мазур,Станіслав,Яремович,Чоловіча,1944-05-22,Гінеколог,село Волноваха,"парк Проектна 2-га, буд. 4, Малин, 24300",440 12 09,ybabiuk@example.com
Сич,Одарка,Прохорівна,Жіноча,1967-01-28,Психолог,хутір Збараж,"парк Сибірська, буд. 842, Васильків, 91709",+380 (56) 874-82-66,omelian30@example.com
Франчук,Ілля,Едуардович,Чоловіча,1946-10-31,Стиліст,місто Мерефа,"шосе Виставочна, буд. 36, Енергодар, 93459",057 787 58 38,eduarddanchuk@example.net
Самойленко,Аніта,Богодарівна,Жіноча,1979-01-09,Гінеколог,хутір Макіївка,"вулиця Палія Семена, буд. 3 кв. 891, Могилів-Подільський, 96461",+380 87 478-97-01,hermaniashchuk@example.net
Гаврилів,Віталій,Богданович,Чоловіча,1991-04-15,Фізик,місто Новий Буг,"проспект Квітнева, буд. 12, Нове Давидково, 11764",624 62 23,aandriichuk@example.net
Єресько,Тарас,Симонович,Чоловіча,1991-10-16,Складальник,село Галич,"сквер Агрономічна, буд. 3, Мелітополь, 04498",+380 76 613-81-58,hryhorii48@example.net
Захаренко,Орхип,Ростиславович,Чоловіча,1961-03-30,Підприємець,село Шпола,"сквер Калинова, буд. 6, Бунге , 07117",+380 24 550 76 66,vdotsenko@example.org
Ковпак,Ольга,Адамівна,Жіноча,1945-11-30,Мірошник,хутір Оріхів,"провулок Балтський 8-й, буд. 1 кв. 6, Суми, 59701",146-91-13,kadeniukteodor@example.com
Зайченко,Ярослав,Яковович,Чоловіча,1956-02-21,Редактор,селище Арциз,"вулиця Тупиковий 2-й, буд. 175, Харків, 97626",+380 17 600 53 72,ruslan57@example.net
